Customer_id,State,Population,Age,Gender,Churn,Contract,InternetService,Tenure,PaymentMethod,Region,Average_Income
U750518,LA,3441,47,Male,False,One year,Fiber Optic,17.0,Electronic Check,LA,"$54,622"
S755342,NH,25815,73,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check,NH,"$74,663"
I845157,KY,321,68,Female,True,Month-to-month,DSL,7.0,Electronic Check,KY,"$52,109"
L259175,MS,1006,50,Male,True,Month-to-month,Fiber Optic,7.0,Credit Card (automatic),MS,"$46,248"
W252609,NH,6904,23,Male,True,Month-to-month,Fiber Optic,2.0,Electronic Check,NH,"$74,663"
P619108,OR,17907,36,Male,False,Month-to-month,Fiber Optic,4.0,Electronic Check,OR,"$62,767"
P78007,ME,4993,53,Male,False,Month-to-month,DSL,8.0,Credit Card (automatic),ME,"$59,463"
E137592,OH,655,62,Female,False,Month-to-month,Fiber Optic,4.0,Electronic Check,OH,"$57,880"
I894965,KY,603,89,Female,False,Two Year,Fiber Optic,11.0,Mailed Check,KY,"$52,109"
E505861,ME,1069,74,Female,False,One year,Fiber Optic,7.0,Electronic Check,ME,"$59,463"
N321214,KY,4759,28,Female,True,Month-to-month,DSL,12.0,Mailed Check,KY,"$52,109"
T667020,MA,6140,19,Female,False,Month-to-month,Fiber Optic,5.0,Electronic Check,MA,"$84,945"
W226633,TX,28804,63,Male,True,Month-to-month,DSL,11.0,Electronic Check,TX,"$61,985"
A663417,TX,4611,26,Female,False,Month-to-month,Fiber Optic,17.0,Electronic Check,TX,"$61,985"
L361543,AZ,19389,45,Female,True,Month-to-month,Fiber Optic,21.0,Credit Card (automatic),AZ,"$56,667"
H297976,NY,9077,29,Female,False,Month-to-month,Fiber Optic,26.0,Electronic Check,NY,"$78,089"
G371724,ID,36202,87,Male,False,One year,DSL,16.0,Electronic Check,ID,"$54,537"
R244586,CA,3028,27,Male,False,Month-to-month,Fiber Optic,13.0,Mailed Check,CA,"$77,339"
H518825,MI,706,50,Female,False,Month-to-month,Fiber Optic,8.0,Electronic Check,MI,"$56,813"
N864022,IL,1185,41,Female,False,Two Year,Fiber Optic,1.0,Electronic Check,IL,"$68,822"
Z807165,NJ,22294,70,Female,False,Two Year,DSL,4.0,Mailed Check,NJ,"$78,700"
O866592,NY,10667,74,Female,False,Month-to-month,DSL,8.0,Electronic Check,NY,"$78,089"
Z723653,IA,1416,72,Male,False,One year,Fiber Optic,4.0,Credit Card (automatic),IA,"$58,905"
L529868,MD,1815,71,Female,False,One year,Fiber Optic,3.0,Electronic Check,MD,"$70,730"
Z973803,TX,24438,55,Male,True,Month-to-month,Fiber Optic,1.0,Electronic Check,TX,"$61,985"
O521013,NM,3546,89,Female,False,Month-to-month,Fiber Optic,7.0,Electronic Check,NM,"$51,500"
D79066,IL,26588,38,Male,True,Month-to-month,Fiber Optic,11.0,Electronic Check,IL,"$68,822"
M708037,IA,86,21,Female,False,Month-to-month,Fiber Optic,9.0,Electronic Check,IA,"$58,905"
H378177,IN,949,71,Male,False,Two Year,Fiber Optic,5.0,Bank Transfer(automatic),IN,"$57,930"
W949462,ID,1826,49,Female,False,One year,DSL,9.0,Bank Transfer(automatic),ID,"$54,537"
X888490,WA,342,74,Male,False,Month-to-month,Fiber Optic,24.0,Mailed Check,WA,"$75,698"
W66069,ND,265,34,Male,True,Month-to-month,Fiber Optic,8.0,Mailed Check,ND,"$66,184"
N663585,KY,3161,42,Female,False,Two Year,Fiber Optic,6.0,Bank Transfer(automatic),KY,"$52,109"
A959352,RI,32825,48,Female,False,Month-to-month,Fiber Optic,3.0,Credit Card (automatic),RI,"$65,377"
M79725,TX,48863,42,Female,False,Two Year,Fiber Optic,13.0,Mailed Check,TX,"$61,985"
B286935,WI,26182,88,Male,True,Month-to-month,Fiber Optic,3.0,Bank Transfer(automatic),WI,"$61,210"
V492229,LA,834,41,Male,False,One year,Fiber Optic,4.0,Credit Card (automatic),LA,"$54,622"
P331793,OH,16638,55,Female,False,Two Year,DSL,11.0,Credit Card (automatic),OH,"$57,880"
E919874,NC,53364,20,Male,True,Month-to-month,Fiber Optic,6.0,Bank Transfer(automatic),NC,"$57,416"
D598850,IN,19001,83,Male,False,Month-to-month,Fiber Optic,5.0,Credit Card (automatic),IN,"$57,930"
V658272,IA,8741,42,Male,False,Two Year,Fiber Optic,9.0,Bank Transfer(automatic),IA,"$58,905"
L985245,IA,296,43,Male,True,Month-to-month,Fiber Optic,2.0,Credit Card (automatic),IA,"$58,905"
Z282830,CA,9262,72,Male,True,Month-to-month,DSL,4.0,Bank Transfer(automatic),CA,"$77,339"
R687130,MS,1898,45,Male,True,One year,Fiber Optic,10.0,Mailed Check,MS,"$46,248"
S06268,NE,547,18,Male,True,Month-to-month,Fiber Optic,17.0,Electronic Check,NE,"$63,321"
D164540,PA,17055,30,Male,False,One year,DSL,5.0,Mailed Check,PA,"$65,167"
Z703867,KY,92,25,Male,True,Month-to-month,DSL,23.0,Electronic Check,KY,"$52,109"
I110420,PA,5694,58,Female,False,Month-to-month,DSL,9.0,Electronic Check,PA,"$65,167"
T824376,CO,25271,86,Female,True,Two Year,DSL,7.0,Mailed Check,CO,"$74,167"
B68757,MO,1028,88,Male,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic),MO,"$56,551"
V91565,AL,13178,48,Male,False,Month-to-month,Fiber Optic,3.0,Credit Card (automatic),AL,"$50,637"
Z517352,MN,933,86,Male,True,Two Year,Fiber Optic,3.0,Mailed Check,MN,"$68,010"
L156274,IN,26340,39,Male,True,One year,Fiber Optic,9.0,Electronic Check,IN,"$57,930"
S664476,CA,51447,55,Female,True,Month-to-month,DSL,10.0,Bank Transfer(automatic),CA,"$77,339"
A568113,SC,6610,34,Male,False,Two Year,DSL,5.0,Bank Transfer(automatic),SC,"$53,320"
L932066,PA,31736,69,Female,True,Month-to-month,Fiber Optic,10.0,Credit Card (automatic),PA,"$65,167"
A943825,KS,148,72,Female,False,Month-to-month,Fiber Optic,4.0,Credit Card (automatic),KS,"$60,152"
U100638,CA,388,66,Male,False,Month-to-month,Fiber Optic,8.0,Mailed Check,CA,"$77,339"
Z587554,VA,56765,39,Male,True,Month-to-month,Fiber Optic,3.0,Electronic Check,VA,"$68,211"
Z458777,OH,4731,56,Female,False,Month-to-month,Fiber Optic,9.0,Mailed Check,OH,"$57,880"
M689888,OH,21939,44,Male,True,Month-to-month,DSL,6.0,Electronic Check,OH,"$57,880"
Y735827,KY,2722,18,Male,False,One year,DSL,11.0,Electronic Check,KY,"$52,109"
L812206,CO,372,70,Male,False,One year,Fiber Optic,19.0,Credit Card (automatic),CO,"$74,167"
O852145,MI,4913,46,Male,True,One year,DSL,2.0,Electronic Check,MI,"$56,813"
F34950,WI,4535,30,Male,False,One year,DSL,16.0,Mailed Check,WI,"$61,210"
I124986,AL,25577,76,Male,True,Month-to-month,Fiber Optic,5.0,Electronic Check,AL,"$50,637"
N434328,ME,3191,33,Female,False,One year,Fiber Optic,19.0,Mailed Check,ME,"$59,463"
Z900859,CA,69142,74,Male,True,Month-to-month,Fiber Optic,12.0,Credit Card (automatic),CA,"$77,339"
Y952292,TX,7222,21,Male,True,Month-to-month,Fiber Optic,10.0,Mailed Check,TX,"$61,985"
H490984,MI,3758,71,Male,True,Month-to-month,DSL,8.0,Bank Transfer(automatic),MI,"$56,813"
X683383,IL,8778,66,Female,True,Month-to-month,DSL,30.0,Bank Transfer(automatic),IL,"$68,822"
N464571,GA,2161,66,Male,True,Month-to-month,DSL,2.0,Electronic Check,GA,"$57,129"
L497687,NJ,4761,35,Male,True,Month-to-month,DSL,4.0,Credit Card (automatic),NJ,"$78,700"
S351935,VT,1823,25,Male,True,Month-to-month,DSL,21.0,Bank Transfer(automatic),VT,"$63,206"
X65353,MN,408,43,Male,False,Month-to-month,DSL,5.0,Bank Transfer(automatic),MN,"$68,010"
G27660,MI,33049,72,Male,True,One year,Fiber Optic,3.0,Credit Card (automatic),MI,"$56,813"
M373201,PA,751,25,Female,True,Month-to-month,Fiber Optic,6.0,Mailed Check,PA,"$65,167"
C696811,KY,5143,43,Female,True,Two Year,DSL,3.0,Credit Card (automatic),KY,"$52,109"
P729485,NE,1426,57,Female,False,Two Year,Fiber Optic,8.0,Bank Transfer(automatic),NE,"$63,321"
A159743,AK,90,23,Male,True,Month-to-month,DSL,5.0,Credit Card (automatic),AK,"$68,919"
U956918,TX,3776,20,Male,False,Month-to-month,Fiber Optic,22.0,Electronic Check,TX,"$61,985"
H887808,IA,442,35,Female,False,One year,Fiber Optic,10.0,Mailed Check,IA,"$58,905"
L929915,NM,1185,81,Female,False,Month-to-month,Fiber Optic,15.0,Credit Card (automatic),NM,"$51,500"
S844282,AL,312,57,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check,AL,"$50,637"
Z420709,NE,98,32,Male,False,Two Year,Fiber Optic,2.0,Electronic Check,NE,"$63,321"
G372009,AZ,8002,60,Male,False,Two Year,Fiber Optic,23.0,Bank Transfer(automatic),AZ,"$56,667"
M843500,NY,0,64,Male,True,Month-to-month,Fiber Optic,8.0,Mailed Check,NY,"$78,089"
S60448,GA,2621,48,Male,False,Two Year,DSL,5.0,Credit Card (automatic),GA,"$57,129"
D613617,PA,28633,40,Male,True,Two Year,Fiber Optic,14.0,Electronic Check,PA,"$65,167"
T784519,CA,18065,67,Female,True,Month-to-month,Fiber Optic,6.0,Mailed Check,CA,"$77,339"
O937146,OR,20940,64,Female,False,Two Year,Fiber Optic,14.0,Electronic Check,OR,"$62,767"
E581896,OH,18674,21,Male,True,Month-to-month,DSL,4.0,Credit Card (automatic),OH,"$57,880"
A626819,TX,15379,82,Male,False,Month-to-month,DSL,31.0,Electronic Check,TX,"$61,985"
J61610,TX,16897,72,Female,False,Two Year,Fiber Optic,5.0,Mailed Check,TX,"$61,985"
Q404548,ID,1015,23,Female,False,One year,Fiber Optic,6.0,Electronic Check,ID,"$54,537"
E28570,KY,754,37,Female,False,One year,Fiber Optic,2.0,Bank Transfer(automatic),KY,"$52,109"
R893524,MI,2557,24,Male,True,Month-to-month,Fiber Optic,11.0,Electronic Check,MI,"$56,813"
O972146,NC,128,40,Female,False,Month-to-month,Fiber Optic,10.0,Electronic Check,NC,"$57,416"
K816219,SD,534,32,Male,False,One year,Fiber Optic,12.0,Credit Card (automatic),SD,"$65,806"
P613936,MO,955,59,Male,True,Two Year,Fiber Optic,10.0,Mailed Check,MO,"$56,551"
M168449,MO,1543,44,Female,False,One year,Fiber Optic,6.0,Credit Card (automatic),MO,"$56,551"
Z804586,MN,127,60,Male,False,Month-to-month,Fiber Optic,7.0,Mailed Check,MN,"$68,010"
J21506,TX,1142,56,Female,True,Month-to-month,Fiber Optic,15.0,Electronic Check,TX,"$61,985"
H433120,TX,975,23,Male,True,Month-to-month,DSL,23.0,Mailed Check,TX,"$61,985"
O808338,IL,109,24,Female,False,Two Year,Fiber Optic,3.0,Electronic Check,IL,"$68,822"
I714132,AR,17389,85,Female,False,One year,Fiber Optic,7.0,Electronic Check,AR,"$51,787"
Y686545,OH,22529,55,Female,True,Month-to-month,Fiber Optic,3.0,Electronic Check,OH,"$57,880"
L130149,TX,878,52,Female,True,Month-to-month,Fiber Optic,18.0,Electronic Check,TX,"$61,985"
T628807,NY,8990,42,Female,False,Month-to-month,Fiber Optic,12.0,Bank Transfer(automatic),NY,"$78,089"
H774850,NY,89075,49,Male,False,One year,DSL,17.0,Credit Card (automatic),NY,"$78,089"
P897691,IL,511,84,Nonbinary,True,Month-to-month,Fiber Optic,4.0,Bank Transfer(automatic),IL,"$68,822"
I783595,CO,10842,45,Female,False,Two Year,Fiber Optic,8.0,Credit Card (automatic),CO,"$74,167"
L928678,WA,560,24,Male,True,One year,DSL,13.0,Electronic Check,WA,"$75,698"
V838270,CA,22273,32,Female,True,Month-to-month,Fiber Optic,4.0,Electronic Check,CA,"$77,339"
P310885,MT,2653,18,Female,False,Two Year,DSL,7.0,Mailed Check,MT,"$57,719"
J397554,PA,447,73,Female,False,One year,Fiber Optic,4.0,Mailed Check,PA,"$65,167"
S589285,IA,6289,87,Female,True,One year,Fiber Optic,2.0,Electronic Check,IA,"$58,905"
N874492,WV,1204,62,Male,False,Two Year,DSL,9.0,Bank Transfer(automatic),WV,"$49,169"
U229289,TN,2474,82,Nonbinary,True,Month-to-month,DSL,17.0,Electronic Check,TN,"$58,279"
Z716087,PA,344,71,Male,False,Month-to-month,Fiber Optic,5.0,Mailed Check,PA,"$65,167"
V250371,AL,20926,71,Male,False,One year,DSL,2.0,Electronic Check,AL,"$50,637"
F809236,VA,1800,55,Female,True,Month-to-month,Fiber Optic,3.0,Electronic Check,VA,"$68,211"
F973379,OH,41,61,Male,False,Two Year,DSL,10.0,Bank Transfer(automatic),OH,"$57,880"
E486314,ME,911,41,Female,True,Month-to-month,DSL,2.0,Credit Card (automatic),ME,"$59,463"
O969694,ME,3814,54,Female,False,Two Year,DSL,4.0,Credit Card (automatic),ME,"$59,463"
I674556,IN,19215,53,Female,True,Month-to-month,DSL,4.0,Electronic Check,IN,"$57,930"
Q881585,NY,3431,49,Female,False,Month-to-month,Fiber Optic,4.0,Credit Card (automatic),NY,"$78,089"
K376911,NE,62,69,Male,True,Month-to-month,DSL,21.0,Bank Transfer(automatic),NE,"$63,321"
Y243544,TX,13,59,Female,False,One year,Fiber Optic,23.0,Mailed Check,TX,"$61,985"
P670407,ID,743,18,Female,True,Month-to-month,DSL,5.0,Bank Transfer(automatic),ID,"$54,537"
X404290,OR,819,36,Nonbinary,True,Month-to-month,Fiber Optic,8.0,Electronic Check,OR,"$62,767"
S961459,NJ,9045,55,Male,False,One year,Fiber Optic,6.0,Electronic Check,NJ,"$78,700"
G676884,NY,15515,22,Female,False,One year,Fiber Optic,3.0,Credit Card (automatic),NY,"$78,089"
D633161,AZ,0,56,Male,False,One year,DSL,2.0,Electronic Check,AZ,"$56,667"
J787663,IL,12162,89,Female,True,Month-to-month,Fiber Optic,6.0,Electronic Check,IL,"$68,822"
P888518,IN,1594,82,Male,False,Month-to-month,Fiber Optic,17.0,Mailed Check,IN,"$57,930"
F102583,MT,196,35,Male,True,Month-to-month,Fiber Optic,5.0,Credit Card (automatic),MT,"$57,719"
G359370,TX,1741,20,Male,True,Month-to-month,DSL,10.0,Credit Card (automatic),TX,"$61,985"
E214052,IN,1085,39,Female,True,Month-to-month,DSL,5.0,Credit Card (automatic),IN,"$57,930"
H696459,CA,529,65,Male,False,Month-to-month,DSL,11.0,Bank Transfer(automatic),CA,"$77,339"
B335074,GA,46286,28,Female,True,Month-to-month,Fiber Optic,17.0,Electronic Check,GA,"$57,129"
U362149,WV,725,86,Male,True,Month-to-month,DSL,10.0,Bank Transfer(automatic),WV,"$49,169"
H513187,IA,6292,27,Male,False,Month-to-month,Fiber Optic,16.0,Credit Card (automatic),IA,"$58,905"
R715020,ME,208,65,Female,True,One year,Fiber Optic,3.0,Mailed Check,ME,"$59,463"
E631569,LA,2564,61,Male,True,Month-to-month,DSL,2.0,Credit Card (automatic),LA,"$54,622"
J364503,CA,732,39,Female,True,Month-to-month,Fiber Optic,2.0,Electronic Check,CA,"$77,339"
B794135,VA,1268,55,Male,True,One year,DSL,14.0,Credit Card (automatic),VA,"$68,211"
U631731,NY,2274,86,Female,False,Month-to-month,Fiber Optic,21.0,Credit Card (automatic),NY,"$78,089"
X623749,MO,1234,35,Female,False,Two Year,DSL,16.0,Mailed Check,MO,"$56,551"
E832576,IN,1431,23,Female,True,Month-to-month,Fiber Optic,8.0,Bank Transfer(automatic),IN,"$57,930"
D102792,MT,678,75,Female,False,Two Year,Fiber Optic,6.0,Credit Card (automatic),MT,"$57,719"
X235629,CA,20,24,Female,True,Month-to-month,Fiber Optic,11.0,Electronic Check,CA,"$77,339"
X977611,IL,5288,34,Male,False,Month-to-month,Fiber Optic,2.0,Electronic Check,IL,"$68,822"
V109479,CA,196,63,Female,False,Two Year,Fiber Optic,20.0,Credit Card (automatic),CA,"$77,339"
K265887,CA,33,50,Male,True,Month-to-month,Fiber Optic,8.0,Credit Card (automatic),CA,"$77,339"
E975865,IL,2712,46,Female,False,One year,Fiber Optic,7.0,Bank Transfer(automatic),IL,"$68,822"
B796987,VA,3334,46,Female,False,Two Year,Fiber Optic,5.0,Electronic Check,VA,"$68,211"
V749792,IN,193,24,Female,False,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic),IN,"$57,930"
F815786,TX,4912,32,Female,True,Month-to-month,Fiber Optic,5.0,Credit Card (automatic),TX,"$61,985"
T812251,ID,1611,57,Male,False,One year,Fiber Optic,13.0,Mailed Check,ID,"$54,537"
L430003,TX,24580,50,Female,True,Month-to-month,Fiber Optic,3.0,Mailed Check,TX,"$61,985"
A379980,IA,952,49,Female,False,Two Year,Fiber Optic,2.0,Electronic Check,IA,"$58,905"
G88929,NC,7380,69,Female,False,One year,Fiber Optic,9.0,Bank Transfer(automatic),NC,"$57,416"
K927289,NY,3006,77,Male,False,Month-to-month,Fiber Optic,7.0,Credit Card (automatic),NY,"$78,089"
G805398,PA,2106,30,Female,False,Month-to-month,Fiber Optic,10.0,Credit Card (automatic),PA,"$65,167"
N323793,OH,31607,26,Female,False,One year,DSL,10.0,Credit Card (automatic),OH,"$57,880"
L223256,MS,5098,30,Male,True,One year,Fiber Optic,2.0,Mailed Check,MS,"$46,248"
O316327,IL,708,78,Female,True,Month-to-month,DSL,14.0,Bank Transfer(automatic),IL,"$68,822"
E596633,IA,253,73,Female,True,Month-to-month,Fiber Optic,19.0,Mailed Check,IA,"$58,905"
K605178,PA,8660,39,Female,False,One year,Fiber Optic,6.0,Mailed Check,PA,"$65,167"
R338627,WV,13680,39,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check,WV,"$49,169"
A577468,IL,57800,72,Female,False,Month-to-month,DSL,9.0,Credit Card (automatic),IL,"$68,822"
T405685,KY,1263,37,Male,False,Month-to-month,DSL,4.0,Electronic Check,KY,"$52,109"
K713324,CA,2688,34,Female,False,Two Year,Fiber Optic,9.0,Electronic Check,CA,"$77,339"
V751713,CT,5342,27,Male,False,One year,DSL,4.0,Electronic Check,CT,"$84,972"
F640080,LA,170,24,Female,True,Month-to-month,Fiber Optic,6.0,Credit Card (automatic),LA,"$54,622"
J333300,IN,42532,43,Female,False,Month-to-month,Fiber Optic,2.0,Mailed Check,IN,"$57,930"
A901418,CT,15074,58,Nonbinary,False,Two Year,Fiber Optic,4.0,Electronic Check,CT,"$84,972"
Z213844,CT,10695,75,Female,True,Month-to-month,Fiber Optic,3.0,Electronic Check,CT,"$84,972"
Y13437,IA,1861,33,Male,False,Two Year,Fiber Optic,12.0,Bank Transfer(automatic),IA,"$58,905"
L603364,WA,13055,57,Male,True,Month-to-month,Fiber Optic,3.0,Electronic Check,WA,"$75,698"
U746589,NC,22028,78,Female,True,Month-to-month,Fiber Optic,1.0,Electronic Check,NC,"$57,416"
F992079,WV,319,74,Female,False,Month-to-month,DSL,18.0,Bank Transfer(automatic),WV,"$49,169"
V383785,IN,5803,51,Female,False,Month-to-month,Fiber Optic,13.0,Mailed Check,IN,"$57,930"
N49031,TX,13549,32,Female,True,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic),TX,"$61,985"
W269326,IL,1503,84,Male,True,One year,DSL,2.0,Electronic Check,IL,"$68,822"
K685926,ME,2348,60,Female,True,Month-to-month,Fiber Optic,10.0,Credit Card (automatic),ME,"$59,463"
M601678,LA,5292,20,Female,False,One year,Fiber Optic,16.0,Electronic Check,LA,"$54,622"
B541413,AR,370,38,Male,False,One year,Fiber Optic,1.0,Mailed Check,AR,"$51,787"
G335816,GA,8538,71,Male,True,Month-to-month,Fiber Optic,12.0,Bank Transfer(automatic),GA,"$57,129"
L953747,MO,9064,56,Female,True,Month-to-month,DSL,4.0,Bank Transfer(automatic),MO,"$56,551"
H658358,OK,6447,35,Female,True,Two Year,DSL,4.0,Credit Card (automatic),OK,"$54,998"
O307232,AR,1562,33,Female,True,Month-to-month,Fiber Optic,7.0,Electronic Check,AR,"$51,787"
J321425,WV,1319,88,Female,True,Month-to-month,DSL,20.0,Mailed Check,WV,"$49,169"
S125158,LA,6436,75,Female,False,One year,Fiber Optic,8.0,Bank Transfer(automatic),LA,"$54,622"
L178101,AK,601,34,Female,False,Two Year,DSL,3.0,Mailed Check,AK,"$68,919"
E198606,PA,5062,89,Male,False,One year,Fiber Optic,14.0,Mailed Check,PA,"$65,167"
T347409,TX,921,76,Female,False,Two Year,Fiber Optic,8.0,Credit Card (automatic),TX,"$61,985"
Z75568,KS,79,69,Female,False,One year,Fiber Optic,11.0,Bank Transfer(automatic),KS,"$60,152"
M590359,MI,167,88,Female,True,Month-to-month,DSL,7.0,Credit Card (automatic),MI,"$56,813"
Q517075,DE,9930,64,Female,False,Month-to-month,DSL,11.0,Bank Transfer(automatic),DE,"$61,387"
R49034,KY,995,65,Male,True,Month-to-month,Fiber Optic,4.0,Mailed Check,KY,"$52,109"
D47888,PA,40,51,Male,True,Month-to-month,DSL,3.0,Electronic Check,PA,"$65,167"
T299295,TX,130,69,Male,False,Month-to-month,DSL,12.0,Mailed Check,TX,"$61,985"
F318775,NY,3734,81,Male,False,One year,Fiber Optic,3.0,Electronic Check,NY,"$78,089"
X900013,TX,3480,79,Female,False,Two Year,DSL,8.0,Electronic Check,TX,"$61,985"
O546888,PA,25077,64,Female,False,One year,Fiber Optic,15.0,Bank Transfer(automatic),PA,"$65,167"
T215382,CA,3956,58,Female,False,Month-to-month,Fiber Optic,30.0,Bank Transfer(automatic),CA,"$77,339"
Y665708,PA,182,77,Female,True,Two Year,DSL,5.0,Credit Card (automatic),PA,"$65,167"
H419978,NJ,21013,19,Female,True,Month-to-month,Fiber Optic,5.0,Electronic Check,NJ,"$78,700"
P611486,VT,636,60,Male,True,Month-to-month,Fiber Optic,13.0,Mailed Check,VT,"$63,206"
H385873,NY,733,30,Male,False,Two Year,Fiber Optic,3.0,Bank Transfer(automatic),NY,"$78,089"
K61066,NE,1169,71,Female,False,Month-to-month,Fiber Optic,18.0,Bank Transfer(automatic),NE,"$63,321"
E186134,AZ,520,31,Male,True,One year,Fiber Optic,12.0,Bank Transfer(automatic),AZ,"$56,667"
D507423,GA,7842,74,Female,False,Two Year,Fiber Optic,6.0,Mailed Check,GA,"$57,129"
V372461,CA,18875,64,Male,False,Two Year,Fiber Optic,16.0,Mailed Check,CA,"$77,339"
K639306,FL,14433,47,Male,False,Month-to-month,Fiber Optic,18.0,Mailed Check,FL,"$63,597"
M566246,ID,759,76,Male,False,One year,Fiber Optic,23.0,Bank Transfer(automatic),ID,"$54,537"
D368442,MT,380,74,Female,False,Two Year,DSL,7.0,Electronic Check,MT,"$57,719"
Z384326,AL,898,54,Male,False,Two Year,Fiber Optic,12.0,Electronic Check,AL,"$50,637"
V505906,OH,2370,22,Male,False,Two Year,DSL,5.0,Electronic Check,OH,"$57,880"
J673680,NH,1353,31,Female,False,Month-to-month,Fiber Optic,19.0,Electronic Check,NH,"$74,663"
C753779,WY,382,80,Male,False,Month-to-month,Fiber Optic,3.0,Bank Transfer(automatic),WY,"$71,342"
B75335,MO,3171,67,Male,False,Month-to-month,DSL,17.0,Bank Transfer(automatic),MO,"$56,551"
D872983,NY,105,18,Female,True,Month-to-month,Fiber Optic,7.0,Electronic Check,NY,"$78,089"
S357067,AL,1704,85,Female,True,Month-to-month,Fiber Optic,10.0,Mailed Check,AL,"$50,637"
C158375,MO,5981,71,Male,True,Two Year,DSL,6.0,Credit Card (automatic),MO,"$56,551"
P997019,PA,231,70,Female,True,Month-to-month,Fiber Optic,12.0,Bank Transfer(automatic),PA,"$65,167"
W673739,FL,14630,29,Male,False,One year,DSL,2.0,Bank Transfer(automatic),FL,"$63,597"
V878392,VT,302,58,Female,False,Month-to-month,Fiber Optic,7.0,Electronic Check,VT,"$63,206"
D988380,CT,6932,19,Female,False,Month-to-month,Fiber Optic,16.0,Electronic Check,CT,"$84,972"
H263050,CA,3956,54,Male,True,Two Year,DSL,7.0,Mailed Check,CA,"$77,339"
Y944097,AL,188,68,Male,False,One year,Fiber Optic,1.0,Electronic Check,AL,"$50,637"
S612810,IN,3208,40,Female,True,One year,DSL,3.0,Electronic Check,IN,"$57,930"
N915028,AR,193,78,Female,True,Month-to-month,Fiber Optic,4.0,Electronic Check,AR,"$51,787"
L947214,MN,345,67,Female,True,Month-to-month,Fiber Optic,2.0,Bank Transfer(automatic),MN,"$68,010"
O804356,NY,2800,18,Female,False,One year,Fiber Optic,2.0,Electronic Check,NY,"$78,089"
X590319,VA,8381,58,Female,False,Month-to-month,DSL,13.0,Electronic Check,VA,"$68,211"
T188581,CO,8774,33,Female,False,One year,Fiber Optic,9.0,Mailed Check,CO,"$74,167"
W574179,SC,47493,57,Female,True,Month-to-month,Fiber Optic,8.0,Credit Card (automatic),SC,"$53,320"
Y224996,AR,1227,61,Male,False,One year,Fiber Optic,17.0,Mailed Check,AR,"$51,787"
X972156,TX,2382,79,Female,False,Two Year,Fiber Optic,16.0,Electronic Check,TX,"$61,985"
X972068,FL,58129,57,Female,True,Two Year,Fiber Optic,12.0,Bank Transfer(automatic),FL,"$63,597"
S53034,OK,5492,72,Female,True,One year,DSL,11.0,Mailed Check,OK,"$54,998"
R378039,NC,3224,58,Male,True,Month-to-month,Fiber Optic,15.0,Electronic Check,NC,"$57,416"
C40270,PA,1104,44,Female,False,Two Year,DSL,11.0,Credit Card (automatic),PA,"$65,167"
H669815,NM,1331,45,Female,True,Month-to-month,Fiber Optic,4.0,Mailed Check,NM,"$51,500"
U405731,PA,2112,58,Male,True,Month-to-month,DSL,4.0,Electronic Check,PA,"$65,167"
U391082,IA,1491,22,Male,False,Two Year,DSL,2.0,Electronic Check,IA,"$58,905"
Y494489,IA,64,86,Male,False,One year,Fiber Optic,8.0,Bank Transfer(automatic),IA,"$58,905"
O112473,LA,27226,45,Female,False,Two Year,Fiber Optic,5.0,Electronic Check,LA,"$54,622"
C783546,WA,2912,70,Female,False,Two Year,Fiber Optic,4.0,Electronic Check,WA,"$75,698"
T994346,IN,958,61,Female,False,Month-to-month,Fiber Optic,2.0,Bank Transfer(automatic),IN,"$57,930"
V334774,IA,149,71,Male,False,Two Year,Fiber Optic,12.0,Credit Card (automatic),IA,"$58,905"
O416626,WV,357,38,Female,True,Month-to-month,DSL,2.0,Mailed Check,WV,"$49,169"
G963411,IN,22840,35,Male,True,One year,Fiber Optic,3.0,Electronic Check,IN,"$57,930"
E39633,PA,396,74,Female,True,Month-to-month,Fiber Optic,2.0,Mailed Check,PA,"$65,167"
L655501,MA,11734,24,Male,True,Month-to-month,Fiber Optic,17.0,Credit Card (automatic),MA,"$84,945"
G914703,MA,18304,72,Female,False,Two Year,Fiber Optic,2.0,Electronic Check,MA,"$84,945"
C484531,IA,18978,30,Male,True,Month-to-month,Fiber Optic,13.0,Credit Card (automatic),IA,"$58,905"
N795132,ND,87,40,Female,True,Month-to-month,Fiber Optic,11.0,Mailed Check,ND,"$66,184"
K698636,OH,564,43,Female,False,One year,Fiber Optic,20.0,Electronic Check,OH,"$57,880"
S735536,PA,11910,56,Male,False,Two Year,DSL,6.0,Credit Card (automatic),PA,"$65,167"
G241795,VA,30689,28,Male,False,One year,Fiber Optic,3.0,Bank Transfer(automatic),VA,"$68,211"
T840029,TX,42582,44,Female,True,Month-to-month,Fiber Optic,1.0,Credit Card (automatic),TX,"$61,985"
W846119,NJ,3231,46,Female,False,Two Year,DSL,13.0,Credit Card (automatic),NJ,"$78,700"
V441781,CA,1851,47,Female,True,Month-to-month,Fiber Optic,8.0,Credit Card (automatic),CA,"$77,339"
G707517,AK,839,75,Female,False,Two Year,Fiber Optic,11.0,Bank Transfer(automatic),AK,"$68,919"
