Customer_id,State,Population,Age,Gender,Churn,Contract,InternetService,Tenure,PaymentMethod
S231734,NM,460,58,Female,True,Month-to-month,Fiber Optic,9.0,Mailed Check
W593299,WI,7811,21,Female,True,Month-to-month,DSL,20.0,Electronic Check
P947144,GA,1085,28,Male,False,Two Year,DSL,10.0,Credit Card (automatic)
U721877,MI,5596,26,Female,False,One year,Fiber Optic,3.0,Mailed Check
J797305,LA,29440,31,Female,False,Month-to-month,DSL,7.0,Electronic Check
M584587,LA,7665,52,Male,True,One year,Fiber Optic,8.0,Credit Card (automatic)
E110276,CA,40019,75,Female,False,Month-to-month,Fiber Optic,17.0,Bank Transfer(automatic)
W173695,ME,814,47,Female,True,Month-to-month,Fiber Optic,9.0,Mailed Check
Y162634,TX,1428,61,Nonbinary,True,One year,DSL,11.0,Electronic Check
C30368,MN,361,38,Male,False,Two Year,DSL,19.0,Electronic Check
J410708,AK,61,40,Male,True,Month-to-month,DSL,7.0,Bank Transfer(automatic)
R846970,CO,1938,51,Male,False,Two Year,DSL,6.0,Credit Card (automatic)
M803578,LA,0,71,Male,True,Month-to-month,Fiber Optic,19.0,Electronic Check
B110246,KY,11100,76,Female,False,Month-to-month,Fiber Optic,20.0,Bank Transfer(automatic)
N471149,OR,2377,25,Male,False,One year,Fiber Optic,17.0,Mailed Check
O211985,MA,282,83,Male,True,Month-to-month,DSL,7.0,Electronic Check
P526389,NM,3089,44,Female,False,One year,DSL,7.0,Bank Transfer(automatic)
E555705,CA,35102,50,Female,False,One year,Fiber Optic,17.0,Mailed Check
L982121,OK,127,63,Female,False,One year,Fiber Optic,9.0,Mailed Check
P354965,MS,8013,88,Female,True,Month-to-month,Fiber Optic,2.0,Bank Transfer(automatic)
N729642,TX,1103,43,Female,True,Month-to-month,DSL,14.0,Electronic Check
L390162,OH,2750,61,Male,True,Month-to-month,DSL,2.0,Electronic Check
H176781,VA,370,72,Male,False,One year,DSL,8.0,Mailed Check
L10400,AK,21,33,Female,False,One year,Fiber Optic,9.0,Mailed Check
R255244,NC,15099,32,Male,False,Two Year,Fiber Optic,6.0,Mailed Check
W671969,NE,459,43,Female,False,One year,Fiber Optic,15.0,Mailed Check
A259316,TX,7883,28,Female,False,Month-to-month,DSL,13.0,Credit Card (automatic)
W415781,IL,3211,65,Male,True,Two Year,Fiber Optic,7.0,Electronic Check
O952685,TX,46775,27,Female,True,Month-to-month,Fiber Optic,8.0,Electronic Check
J787742,MO,21734,21,Female,True,Month-to-month,DSL,2.0,Mailed Check
U668109,WY,574,81,Male,True,Month-to-month,Fiber Optic,5.0,Credit Card (automatic)
Q11232,WV,1409,39,Male,False,Month-to-month,Fiber Optic,18.0,Mailed Check
D707565,MD,787,34,Female,True,Month-to-month,DSL,11.0,Bank Transfer(automatic)
Y107411,SD,111,29,Male,True,Month-to-month,DSL,10.0,Bank Transfer(automatic)
U608200,CA,50288,32,Male,True,Month-to-month,DSL,6.0,Electronic Check
D33792,MA,3052,41,Male,True,Month-to-month,Fiber Optic,9.0,Bank Transfer(automatic)
W698821,OK,1523,40,Male,False,One year,Fiber Optic,18.0,Mailed Check
X106926,AL,604,21,Female,False,One year,DSL,1.0,Credit Card (automatic)
W984859,MA,2580,31,Female,True,Month-to-month,Fiber Optic,4.0,Bank Transfer(automatic)
E624783,TX,278,31,Male,True,Month-to-month,DSL,21.0,Electronic Check
P05538,NE,14569,47,Female,False,One year,Fiber Optic,1.0,Mailed Check
D02602,NY,4833,31,Male,False,Month-to-month,Fiber Optic,11.0,Bank Transfer(automatic)
E570609,TX,22447,57,Female,False,Month-to-month,Fiber Optic,3.0,Electronic Check
X108318,WI,3172,78,Male,True,Month-to-month,DSL,9.0,Mailed Check
W628853,OK,11499,57,Female,True,Month-to-month,DSL,1.0,Electronic Check
Q531386,CT,8248,28,Male,True,Two Year,Fiber Optic,2.0,Bank Transfer(automatic)
O595578,IL,23835,25,Female,False,Month-to-month,Fiber Optic,3.0,Electronic Check
J37804,PA,2115,23,Male,False,One year,Fiber Optic,10.0,Electronic Check
L110083,WA,581,78,Female,False,One year,Fiber Optic,22.0,Credit Card (automatic)
A225434,ND,5264,39,Male,False,Month-to-month,Fiber Optic,6.0,Mailed Check
Z731991,TN,702,80,Male,False,One year,Fiber Optic,9.0,Electronic Check
C658180,OR,28,31,Female,False,One year,Fiber Optic,2.0,Bank Transfer(automatic)
Y396609,MD,60461,42,Male,False,Two Year,Fiber Optic,3.0,Electronic Check
G740292,IL,744,70,Female,True,Month-to-month,Fiber Optic,10.0,Credit Card (automatic)
D480469,CO,4003,20,Female,True,Month-to-month,Fiber Optic,1.0,Electronic Check
K179771,FL,20602,41,Female,True,Month-to-month,DSL,19.0,Mailed Check
R818123,NY,270,53,Female,True,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
I284196,CO,20235,75,Male,True,Month-to-month,DSL,15.0,Bank Transfer(automatic)
M881138,MI,2824,60,Male,False,One year,DSL,4.0,Mailed Check
L698879,MO,20297,27,Female,False,Month-to-month,Fiber Optic,9.0,Electronic Check
B548061,KY,151,82,Female,True,Month-to-month,DSL,4.0,Mailed Check
I440855,NJ,5819,56,Male,True,Month-to-month,DSL,3.0,Electronic Check
E808351,TX,1639,53,Male,True,Month-to-month,Fiber Optic,2.0,Credit Card (automatic)
Y549510,ID,1165,81,Female,False,Two Year,Fiber Optic,14.0,Bank Transfer(automatic)
M441485,GA,796,74,Male,True,Month-to-month,Fiber Optic,3.0,Electronic Check
D412136,PA,88,52,Female,True,Month-to-month,DSL,13.0,Credit Card (automatic)
G287039,NJ,2217,67,Female,False,One year,Fiber Optic,8.0,Credit Card (automatic)
H980247,IA,4483,75,Male,False,One year,Fiber Optic,17.0,Mailed Check
Z367497,KY,9696,49,Female,True,Month-to-month,Fiber Optic,8.0,Mailed Check
Z349603,NC,16488,67,Female,True,Month-to-month,DSL,9.0,Mailed Check
C81893,OR,1112,54,Female,True,One year,Fiber Optic,1.0,Electronic Check
Y104736,FL,34784,43,Female,False,One year,DSL,18.0,Electronic Check
I740366,PA,7104,32,Male,False,One year,Fiber Optic,10.0,Bank Transfer(automatic)
B328912,MO,4477,62,Male,True,Month-to-month,DSL,15.0,Mailed Check
L573957,PA,7290,70,Male,False,Two Year,DSL,7.0,Electronic Check
P547130,MN,1026,25,Male,True,Month-to-month,Fiber Optic,14.0,Bank Transfer(automatic)
Y32332,OK,24147,33,Female,False,Two Year,Fiber Optic,10.0,Bank Transfer(automatic)
L327497,NM,38753,41,Female,False,One year,Fiber Optic,10.0,Credit Card (automatic)
Y97441,MO,3437,51,Female,False,Month-to-month,Fiber Optic,8.0,Credit Card (automatic)
G692468,WI,1405,82,Female,False,Two Year,Fiber Optic,19.0,Mailed Check
P752014,PA,57955,56,Male,True,Month-to-month,DSL,10.0,Bank Transfer(automatic)
G588673,NJ,14269,71,Male,True,Month-to-month,Fiber Optic,4.0,Bank Transfer(automatic)
J982941,VA,81,34,Male,False,Month-to-month,DSL,14.0,Bank Transfer(automatic)
M241678,OH,41000,20,Female,True,Two Year,DSL,9.0,Credit Card (automatic)
V515770,MT,128,23,Male,False,Two Year,Fiber Optic,9.0,Electronic Check
I792144,NJ,0,89,Male,False,One year,DSL,26.0,Electronic Check
C326402,KS,396,72,Male,True,Month-to-month,Fiber Optic,1.0,Mailed Check
P416440,OR,3989,35,Female,True,Month-to-month,Fiber Optic,17.0,Mailed Check
A83621,CO,9718,89,Male,False,Two Year,Fiber Optic,7.0,Electronic Check
V813580,ME,130,66,Male,True,Month-to-month,Fiber Optic,6.0,Bank Transfer(automatic)
P937306,MT,1925,57,Female,True,Month-to-month,DSL,4.0,Mailed Check
C243361,IN,4695,76,Female,False,Month-to-month,Fiber Optic,11.0,Bank Transfer(automatic)
G932741,AL,21095,81,Female,True,Month-to-month,Fiber Optic,4.0,Electronic Check
T902912,PA,180,40,Male,True,Month-to-month,DSL,6.0,Mailed Check
T544616,TX,79276,85,Male,False,One year,Fiber Optic,9.0,Credit Card (automatic)
C61226,NY,10056,34,Female,True,Two Year,Fiber Optic,6.0,Credit Card (automatic)
C387905,CA,19556,30,Male,False,Month-to-month,DSL,9.0,Mailed Check
M777913,AZ,8706,38,Female,False,Two Year,Fiber Optic,6.0,Credit Card (automatic)
M731030,SD,947,78,Male,False,One year,Fiber Optic,6.0,Bank Transfer(automatic)
M201624,PA,115,85,Male,True,Two Year,Fiber Optic,6.0,Electronic Check
R158965,TX,16394,63,Male,False,One year,Fiber Optic,9.0,Mailed Check
P458031,NY,18578,88,Female,False,Month-to-month,Fiber Optic,30.0,Electronic Check
D398300,MD,16299,49,Male,False,One year,Fiber Optic,13.0,Electronic Check
H927567,KS,2494,31,Male,False,Two Year,Fiber Optic,9.0,Credit Card (automatic)
B813556,NY,1602,33,Male,False,One year,Fiber Optic,18.0,Electronic Check
Q721747,SC,29287,28,Female,True,Month-to-month,DSL,6.0,Mailed Check
B293510,NJ,6921,84,Male,True,Month-to-month,DSL,8.0,Electronic Check
G991506,OR,37540,35,Female,False,Two Year,DSL,6.0,Mailed Check
I600346,SC,11196,43,Male,False,Two Year,DSL,19.0,Electronic Check
U968415,CO,30196,73,Male,False,Month-to-month,Fiber Optic,14.0,Electronic Check
H358470,MN,2898,77,Female,False,Month-to-month,Fiber Optic,2.0,Electronic Check
K669208,NY,70,37,Female,False,One year,DSL,11.0,Mailed Check
K740871,GA,66531,24,Male,False,One year,Fiber Optic,7.0,Electronic Check
K886172,OH,309,56,Female,False,Month-to-month,Fiber Optic,12.0,Electronic Check
A145480,MO,17879,75,Male,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
D604002,PA,352,70,Female,False,Month-to-month,Fiber Optic,10.0,Electronic Check
H885464,CA,39088,54,Female,True,Two Year,Fiber Optic,8.0,Mailed Check
D493302,PA,13112,42,Female,False,One year,DSL,7.0,Electronic Check
T495616,IA,631,69,Male,False,One year,DSL,19.0,Credit Card (automatic)
H175210,KS,348,50,Male,True,Month-to-month,DSL,2.0,Bank Transfer(automatic)
D461453,OH,43,47,Female,False,Two Year,DSL,4.0,Bank Transfer(automatic)
P905987,CA,30927,59,Male,False,One year,Fiber Optic,2.0,Mailed Check
H391200,TN,868,57,Female,False,Month-to-month,Fiber Optic,1.0,Bank Transfer(automatic)
W980288,CA,20136,29,Female,False,Month-to-month,DSL,13.0,Mailed Check
X319524,WI,76,32,Female,False,Two Year,Fiber Optic,10.0,Credit Card (automatic)
V52887,NE,1444,81,Male,False,One year,Fiber Optic,9.0,Electronic Check
B756017,AK,533,22,Male,True,Month-to-month,DSL,5.0,Bank Transfer(automatic)
G67438,WI,941,37,Male,False,One year,Fiber Optic,4.0,Electronic Check
J909235,SD,575,83,Female,False,Month-to-month,DSL,13.0,Bank Transfer(automatic)
X512139,WV,63,44,Female,False,Two Year,Fiber Optic,20.0,Bank Transfer(automatic)
G343802,VT,702,85,Male,True,Month-to-month,DSL,1.0,Bank Transfer(automatic)
V350641,OH,10030,58,Female,False,Two Year,Fiber Optic,3.0,Bank Transfer(automatic)
R699488,CA,87240,80,Female,True,Month-to-month,Fiber Optic,6.0,Credit Card (automatic)
J869368,VA,1038,28,Female,True,One year,Fiber Optic,9.0,Electronic Check
F570484,IN,2467,31,Female,True,Two Year,Fiber Optic,4.0,Bank Transfer(automatic)
N131545,WA,7088,87,Female,False,Two Year,DSL,12.0,Credit Card (automatic)
T267542,MN,291,36,Male,False,One year,Fiber Optic,8.0,Bank Transfer(automatic)
J379461,NM,13961,23,Male,False,One year,Fiber Optic,10.0,Mailed Check
N14233,FL,17248,70,Male,False,Month-to-month,Fiber Optic,6.0,Bank Transfer(automatic)
I787322,GA,35824,24,Male,True,Month-to-month,Fiber Optic,12.0,Electronic Check
R481476,IA,82,49,Male,True,Month-to-month,DSL,23.0,Electronic Check
N85718,AL,5714,60,Female,False,One year,DSL,9.0,Bank Transfer(automatic)
J651060,WA,142,85,Female,True,Two Year,DSL,16.0,Mailed Check
Y892014,NC,2581,32,Male,True,One year,Fiber Optic,7.0,Electronic Check
M559025,MI,190,46,Male,False,Month-to-month,Fiber Optic,5.0,Electronic Check
V37260,VA,32195,47,Female,False,Month-to-month,Fiber Optic,18.0,Credit Card (automatic)
I142610,PA,2138,34,Female,False,Two Year,DSL,5.0,Mailed Check
Z884144,IA,853,47,Female,False,One year,DSL,7.0,Bank Transfer(automatic)
V765087,TX,2317,21,Male,False,Two Year,Fiber Optic,6.0,Electronic Check
N241441,PA,423,48,Male,False,Two Year,Fiber Optic,4.0,Credit Card (automatic)
N956188,ME,1548,23,Female,True,Month-to-month,DSL,13.0,Electronic Check
Q641611,PA,2747,41,Female,False,Two Year,DSL,5.0,Credit Card (automatic)
M665668,IA,778,37,Male,True,Month-to-month,DSL,15.0,Electronic Check
P872354,KY,1848,58,Female,True,Month-to-month,DSL,19.0,Electronic Check
V198321,CA,37774,34,Female,False,Month-to-month,Fiber Optic,8.0,Mailed Check
H326789,MA,1202,77,Female,False,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
D110610,MO,799,49,Male,False,Month-to-month,Fiber Optic,12.0,Mailed Check
J989060,NY,57,32,Male,False,Month-to-month,Fiber Optic,15.0,Electronic Check
Y482387,WI,1489,64,Male,True,Month-to-month,DSL,21.0,Bank Transfer(automatic)
M112566,FL,23438,70,Male,True,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
U873148,OH,85,56,Female,False,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
E328814,LA,1130,45,Female,True,Month-to-month,DSL,16.0,Credit Card (automatic)
I236091,MO,18208,88,Male,False,Two Year,DSL,8.0,Electronic Check
B46761,SD,271,22,Female,False,Month-to-month,Fiber Optic,15.0,Mailed Check
P362205,TN,3801,78,Female,True,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic)
Z197598,GA,10987,69,Female,True,Month-to-month,DSL,9.0,Mailed Check
M132319,AL,25744,51,Female,True,Month-to-month,DSL,9.0,Electronic Check
Y313023,NY,14928,26,Male,False,Two Year,Fiber Optic,10.0,Bank Transfer(automatic)
V148850,PA,11537,22,Female,False,One year,Fiber Optic,18.0,Bank Transfer(automatic)
G18466,CA,166,66,Male,True,Month-to-month,Fiber Optic,3.0,Electronic Check
S958641,MN,280,35,Nonbinary,False,One year,Fiber Optic,3.0,Credit Card (automatic)
A27178,MO,6854,39,Female,False,Two Year,DSL,10.0,Bank Transfer(automatic)
N454763,CA,8621,37,Female,True,Month-to-month,Fiber Optic,2.0,Electronic Check
H02721,IA,463,72,Female,False,Two Year,Fiber Optic,14.0,Mailed Check
B920638,FL,128,64,Male,False,One year,DSL,13.0,Mailed Check
N863885,GA,88,48,Female,False,Two Year,Fiber Optic,12.0,Electronic Check
G223396,TX,318,51,Male,False,One year,DSL,15.0,Mailed Check
T860986,IA,5367,49,Female,True,Month-to-month,DSL,2.0,Mailed Check
W923132,PA,11631,86,Male,False,Month-to-month,Fiber Optic,18.0,Bank Transfer(automatic)
D84259,TX,180,37,Male,True,Month-to-month,DSL,8.0,Bank Transfer(automatic)
X989117,MI,7033,55,Female,False,One year,DSL,5.0,Bank Transfer(automatic)
B308070,MD,38885,54,Male,True,Month-to-month,Fiber Optic,8.0,Electronic Check
E439042,MI,1448,63,Male,False,One year,DSL,15.0,Mailed Check
R437395,CA,1159,65,Female,True,Month-to-month,Fiber Optic,8.0,Mailed Check
C28930,MI,6049,41,Female,False,Month-to-month,Fiber Optic,19.0,Credit Card (automatic)
X528575,IA,37976,79,Female,True,One year,Fiber Optic,5.0,Credit Card (automatic)
X666934,MS,13564,26,Female,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
B431778,AL,1239,63,Female,True,Month-to-month,Fiber Optic,7.0,Electronic Check
W891810,GA,23474,73,Female,False,Month-to-month,Fiber Optic,23.0,Electronic Check
P684515,ME,2978,55,Male,True,Month-to-month,Fiber Optic,13.0,Credit Card (automatic)
Q136086,ND,388,43,Female,False,Two Year,Fiber Optic,28.0,Electronic Check
N762092,ND,1278,48,Female,True,Month-to-month,Fiber Optic,5.0,Electronic Check
K402176,PA,6450,72,Male,False,Two Year,Fiber Optic,10.0,Mailed Check
O139361,CO,824,18,Male,False,Month-to-month,Fiber Optic,16.0,Electronic Check
I407574,CA,39381,33,Male,True,Two Year,Fiber Optic,13.0,Electronic Check
H523864,TX,1152,33,Male,False,Two Year,DSL,18.0,Electronic Check
N794031,NJ,18427,76,Female,True,Month-to-month,Fiber Optic,7.0,Mailed Check
Z964652,AR,14393,55,Male,False,Two Year,DSL,16.0,Mailed Check
P176039,WI,1259,48,Male,True,Month-to-month,Fiber Optic,14.0,Credit Card (automatic)
A531249,NY,2153,87,Male,True,Two Year,DSL,10.0,Credit Card (automatic)
Y979093,IL,19165,74,Female,False,One year,Fiber Optic,3.0,Bank Transfer(automatic)
V673184,NM,256,55,Male,True,Month-to-month,Fiber Optic,21.0,Credit Card (automatic)
Y786322,OH,673,65,Male,True,Month-to-month,Fiber Optic,1.0,Electronic Check
A613334,NC,7020,44,Male,False,One year,DSL,10.0,Mailed Check
R760297,PA,290,19,Female,False,Two Year,Fiber Optic,3.0,Credit Card (automatic)
Y793007,KY,861,87,Male,False,One year,Fiber Optic,5.0,Electronic Check
B14813,MO,490,85,Female,True,Month-to-month,DSL,2.0,Electronic Check
F421496,WI,890,27,Male,True,Month-to-month,DSL,10.0,Credit Card (automatic)
W198106,VA,876,55,Female,True,Month-to-month,Fiber Optic,1.0,Credit Card (automatic)
U750518,LA,3441,47,Male,False,One year,Fiber Optic,17.0,Electronic Check
S755342,NH,25815,73,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check
I845157,KY,321,68,Female,True,Month-to-month,DSL,7.0,Electronic Check
L259175,MS,1006,50,Male,True,Month-to-month,Fiber Optic,7.0,Credit Card (automatic)
W252609,NH,6904,23,Male,True,Month-to-month,Fiber Optic,2.0,Electronic Check
P619108,OR,17907,36,Male,False,Month-to-month,Fiber Optic,4.0,Electronic Check
P78007,ME,4993,53,Male,False,Month-to-month,DSL,8.0,Credit Card (automatic)
E137592,OH,655,62,Female,False,Month-to-month,Fiber Optic,4.0,Electronic Check
I894965,KY,603,89,Female,False,Two Year,Fiber Optic,11.0,Mailed Check
E505861,ME,1069,74,Female,False,One year,Fiber Optic,7.0,Electronic Check
N321214,KY,4759,28,Female,True,Month-to-month,DSL,12.0,Mailed Check
T667020,MA,6140,19,Female,False,Month-to-month,Fiber Optic,5.0,Electronic Check
W226633,TX,28804,63,Male,True,Month-to-month,DSL,11.0,Electronic Check
A663417,TX,4611,26,Female,False,Month-to-month,Fiber Optic,17.0,Electronic Check
L361543,AZ,19389,45,Female,True,Month-to-month,Fiber Optic,21.0,Credit Card (automatic)
H297976,NY,9077,29,Female,False,Month-to-month,Fiber Optic,26.0,Electronic Check
G371724,ID,36202,87,Male,False,One year,DSL,16.0,Electronic Check
R244586,CA,3028,27,Male,False,Month-to-month,Fiber Optic,13.0,Mailed Check
H518825,MI,706,50,Female,False,Month-to-month,Fiber Optic,8.0,Electronic Check
N864022,IL,1185,41,Female,False,Two Year,Fiber Optic,1.0,Electronic Check
Z807165,NJ,22294,70,Female,False,Two Year,DSL,4.0,Mailed Check
O866592,NY,10667,74,Female,False,Month-to-month,DSL,8.0,Electronic Check
Z723653,IA,1416,72,Male,False,One year,Fiber Optic,4.0,Credit Card (automatic)
L529868,MD,1815,71,Female,False,One year,Fiber Optic,3.0,Electronic Check
Z973803,TX,24438,55,Male,True,Month-to-month,Fiber Optic,1.0,Electronic Check
O521013,NM,3546,89,Female,False,Month-to-month,Fiber Optic,7.0,Electronic Check
D79066,IL,26588,38,Male,True,Month-to-month,Fiber Optic,11.0,Electronic Check
M708037,IA,86,21,Female,False,Month-to-month,Fiber Optic,9.0,Electronic Check
H378177,IN,949,71,Male,False,Two Year,Fiber Optic,5.0,Bank Transfer(automatic)
W949462,ID,1826,49,Female,False,One year,DSL,9.0,Bank Transfer(automatic)
X888490,WA,342,74,Male,False,Month-to-month,Fiber Optic,24.0,Mailed Check
W66069,ND,265,34,Male,True,Month-to-month,Fiber Optic,8.0,Mailed Check
N663585,KY,3161,42,Female,False,Two Year,Fiber Optic,6.0,Bank Transfer(automatic)
Z526333,PR,26320,26,Female,True,Month-to-month,Fiber Optic,2.0,Mailed Check
A959352,RI,32825,48,Female,False,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
M79725,TX,48863,42,Female,False,Two Year,Fiber Optic,13.0,Mailed Check
B286935,WI,26182,88,Male,True,Month-to-month,Fiber Optic,3.0,Bank Transfer(automatic)
V492229,LA,834,41,Male,False,One year,Fiber Optic,4.0,Credit Card (automatic)
P331793,OH,16638,55,Female,False,Two Year,DSL,11.0,Credit Card (automatic)
E919874,NC,53364,20,Male,True,Month-to-month,Fiber Optic,6.0,Bank Transfer(automatic)
D598850,IN,19001,83,Male,False,Month-to-month,Fiber Optic,5.0,Credit Card (automatic)
V658272,IA,8741,42,Male,False,Two Year,Fiber Optic,9.0,Bank Transfer(automatic)
L985245,IA,296,43,Male,True,Month-to-month,Fiber Optic,2.0,Credit Card (automatic)
Z282830,CA,9262,72,Male,True,Month-to-month,DSL,4.0,Bank Transfer(automatic)
R687130,MS,1898,45,Male,True,One year,Fiber Optic,10.0,Mailed Check
S06268,NE,547,18,Male,True,Month-to-month,Fiber Optic,17.0,Electronic Check
D164540,PA,17055,30,Male,False,One year,DSL,5.0,Mailed Check
Z703867,KY,92,25,Male,True,Month-to-month,DSL,23.0,Electronic Check
I110420,PA,5694,58,Female,False,Month-to-month,DSL,9.0,Electronic Check
T824376,CO,25271,86,Female,True,Two Year,DSL,7.0,Mailed Check
B68757,MO,1028,88,Male,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
V91565,AL,13178,48,Male,False,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
Z517352,MN,933,86,Male,True,Two Year,Fiber Optic,3.0,Mailed Check
L156274,IN,26340,39,Male,True,One year,Fiber Optic,9.0,Electronic Check
S664476,CA,51447,55,Female,True,Month-to-month,DSL,10.0,Bank Transfer(automatic)
A568113,SC,6610,34,Male,False,Two Year,DSL,5.0,Bank Transfer(automatic)
L932066,PA,31736,69,Female,True,Month-to-month,Fiber Optic,10.0,Credit Card (automatic)
A943825,KS,148,72,Female,False,Month-to-month,Fiber Optic,4.0,Credit Card (automatic)
U100638,CA,388,66,Male,False,Month-to-month,Fiber Optic,8.0,Mailed Check
Z587554,VA,56765,39,Male,True,Month-to-month,Fiber Optic,3.0,Electronic Check
Z458777,OH,4731,56,Female,False,Month-to-month,Fiber Optic,9.0,Mailed Check
M689888,OH,21939,44,Male,True,Month-to-month,DSL,6.0,Electronic Check
Y735827,KY,2722,18,Male,False,One year,DSL,11.0,Electronic Check
L812206,CO,372,70,Male,False,One year,Fiber Optic,19.0,Credit Card (automatic)
O852145,MI,4913,46,Male,True,One year,DSL,2.0,Electronic Check
F34950,WI,4535,30,Male,False,One year,DSL,16.0,Mailed Check
I124986,AL,25577,76,Male,True,Month-to-month,Fiber Optic,5.0,Electronic Check
N434328,ME,3191,33,Female,False,One year,Fiber Optic,19.0,Mailed Check
Z900859,CA,69142,74,Male,True,Month-to-month,Fiber Optic,12.0,Credit Card (automatic)
Y952292,TX,7222,21,Male,True,Month-to-month,Fiber Optic,10.0,Mailed Check
H490984,MI,3758,71,Male,True,Month-to-month,DSL,8.0,Bank Transfer(automatic)
X683383,IL,8778,66,Female,True,Month-to-month,DSL,30.0,Bank Transfer(automatic)
N464571,GA,2161,66,Male,True,Month-to-month,DSL,2.0,Electronic Check
L497687,NJ,4761,35,Male,True,Month-to-month,DSL,4.0,Credit Card (automatic)
S351935,VT,1823,25,Male,True,Month-to-month,DSL,21.0,Bank Transfer(automatic)
X65353,MN,408,43,Male,False,Month-to-month,DSL,5.0,Bank Transfer(automatic)
G27660,MI,33049,72,Male,True,One year,Fiber Optic,3.0,Credit Card (automatic)
M373201,PA,751,25,Female,True,Month-to-month,Fiber Optic,6.0,Mailed Check
C696811,KY,5143,43,Female,True,Two Year,DSL,3.0,Credit Card (automatic)
P729485,NE,1426,57,Female,False,Two Year,Fiber Optic,8.0,Bank Transfer(automatic)
A159743,AK,90,23,Male,True,Month-to-month,DSL,5.0,Credit Card (automatic)
U956918,TX,3776,20,Male,False,Month-to-month,Fiber Optic,22.0,Electronic Check
H887808,IA,442,35,Female,False,One year,Fiber Optic,10.0,Mailed Check
L929915,NM,1185,81,Female,False,Month-to-month,Fiber Optic,15.0,Credit Card (automatic)
S844282,AL,312,57,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check
Z420709,NE,98,32,Male,False,Two Year,Fiber Optic,2.0,Electronic Check
G372009,AZ,8002,60,Male,False,Two Year,Fiber Optic,23.0,Bank Transfer(automatic)
M843500,NY,0,64,Male,True,Month-to-month,Fiber Optic,8.0,Mailed Check
S60448,GA,2621,48,Male,False,Two Year,DSL,5.0,Credit Card (automatic)
D613617,PA,28633,40,Male,True,Two Year,Fiber Optic,14.0,Electronic Check
T784519,CA,18065,67,Female,True,Month-to-month,Fiber Optic,6.0,Mailed Check
O937146,OR,20940,64,Female,False,Two Year,Fiber Optic,14.0,Electronic Check
E581896,OH,18674,21,Male,True,Month-to-month,DSL,4.0,Credit Card (automatic)
A626819,TX,15379,82,Male,False,Month-to-month,DSL,31.0,Electronic Check
J61610,TX,16897,72,Female,False,Two Year,Fiber Optic,5.0,Mailed Check
Q404548,ID,1015,23,Female,False,One year,Fiber Optic,6.0,Electronic Check
E28570,KY,754,37,Female,False,One year,Fiber Optic,2.0,Bank Transfer(automatic)
R893524,MI,2557,24,Male,True,Month-to-month,Fiber Optic,11.0,Electronic Check
O972146,NC,128,40,Female,False,Month-to-month,Fiber Optic,10.0,Electronic Check
K816219,SD,534,32,Male,False,One year,Fiber Optic,12.0,Credit Card (automatic)
P613936,MO,955,59,Male,True,Two Year,Fiber Optic,10.0,Mailed Check
M168449,MO,1543,44,Female,False,One year,Fiber Optic,6.0,Credit Card (automatic)
Z804586,MN,127,60,Male,False,Month-to-month,Fiber Optic,7.0,Mailed Check
J21506,TX,1142,56,Female,True,Month-to-month,Fiber Optic,15.0,Electronic Check
H433120,TX,975,23,Male,True,Month-to-month,DSL,23.0,Mailed Check
O808338,IL,109,24,Female,False,Two Year,Fiber Optic,3.0,Electronic Check
I714132,AR,17389,85,Female,False,One year,Fiber Optic,7.0,Electronic Check
Y686545,OH,22529,55,Female,True,Month-to-month,Fiber Optic,3.0,Electronic Check
L130149,TX,878,52,Female,True,Month-to-month,Fiber Optic,18.0,Electronic Check
T628807,NY,8990,42,Female,False,Month-to-month,Fiber Optic,12.0,Bank Transfer(automatic)
H774850,NY,89075,49,Male,False,One year,DSL,17.0,Credit Card (automatic)
P897691,IL,511,84,Nonbinary,True,Month-to-month,Fiber Optic,4.0,Bank Transfer(automatic)
I783595,CO,10842,45,Female,False,Two Year,Fiber Optic,8.0,Credit Card (automatic)
L928678,WA,560,24,Male,True,One year,DSL,13.0,Electronic Check
V838270,CA,22273,32,Female,True,Month-to-month,Fiber Optic,4.0,Electronic Check
P310885,MT,2653,18,Female,False,Two Year,DSL,7.0,Mailed Check
J397554,PA,447,73,Female,False,One year,Fiber Optic,4.0,Mailed Check
S589285,IA,6289,87,Female,True,One year,Fiber Optic,2.0,Electronic Check
N874492,WV,1204,62,Male,False,Two Year,DSL,9.0,Bank Transfer(automatic)
U229289,TN,2474,82,Nonbinary,True,Month-to-month,DSL,17.0,Electronic Check
Z716087,PA,344,71,Male,False,Month-to-month,Fiber Optic,5.0,Mailed Check
V250371,AL,20926,71,Male,False,One year,DSL,2.0,Electronic Check
